title,ratings,imdb_rating,imdb_votes,value,metascore,language,short_plot,poster,awards
El límite infinito,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",8.6,30,,,Spanish,"Jean Maggi, shortly after birth, contracted a disease for which he could never walk. Since then only one thing has been proposed: to exceed every limit for ""live standing."" When he reached the highest route in the Himalayas with h...",https://m.media-amazon.com/images/M/MV5BZGZkOTUwNWItYzdlNS00OWY4LTk4NjMtZGI4ZGM2ZjA2ZWYxXkEyXkFqcGdeQXVyNzI1ODgyNDA@._V1_SX300.jpg,
Lola Igna,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",7.2,300,,,"Tagalog, Filipino","The quiet rural life of a grumpy centenarian gets upended when the townsfolks realized she could become ""the oldest grandmother in the world.""",https://m.media-amazon.com/images/M/MV5BYzliMjk4YTQtMjg4Yi00YjNjLTkzNjUtYjFhYTQ4ZjA2YWQ3XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,
One Take,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",5.7,55,,,Thai,Members of Thai girl group BNK48 share the ups and downs of preparing for the 6th Single Senbatsu General Election.,https://m.media-amazon.com/images/M/MV5BZTczZGM2MDAtMTYyYS00MzI4LTk5NWItM2NkYzk5ZDY0OWE4XkEyXkFqcGc@._V1_SX300.jpg,
Saladin,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",7.5,"2,924",,,Arabic,"After Saladin's victory over the King of Jerusalem, a peace treaty is signed between them, but the commander of the Crusader army, Renaud de Chatillon, slaughters a group of pilgrims going to Mecca. Saladin then decides to take re...",https://m.media-amazon.com/images/M/MV5BYjU5YzlkMjMtZDFjZC00MGZlLTllNmYtMDUxYTYzOTI5MTljXkEyXkFqcGc@._V1_SX300.jpg,
Stray Bullet,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",6.3,417,,,Arabic,"Noha is about to get married. Her family is relieved to see her take advantage of this last chance before officially becoming a spinster just like her sister. Everything seems to be going well. However, on this special Sunday of A...",https://m.media-amazon.com/images/M/MV5BMzY3OTQ4OTQ0N15BMl5BanBnXkFtZTcwMTI2MDMzNw@@._V1_SX300.jpg,
The Blazing Sun,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",7.2,"1,546",,,Arabic,"A rich landlord floods and destroys a village on purpose to prevent the people living there from making a profit off their crops. What he doesn't know is that his own daughter is in love with Ahmed, a young man from the village.",https://m.media-amazon.com/images/M/MV5BNzdmZmVjNDgtNmVkMy00ZWRkLTgzNWItY2NlN2IxMmEwNDEzXkEyXkFqcGdeQXVyMjI4NzAzNjg@._V1_SX300.jpg,
The Land,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",8.0,"2,572",,,Arabic,A small peasant village's struggles against the careless inroads of the large local landowner. The Land shows why political oppression does not necessarily lead to a sense of solidarity among the disinherited.,https://m.media-amazon.com/images/M/MV5BNzIyNzc0YzEtMDQ0MC00NmQ1LTgwNzctNTY0YzA5MWM0N2NiXkEyXkFqcGc@._V1_SX300.jpg,
The Nut Job,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",5.7,"31,317",,37.0,"English, Dutch","An incorrigibly self-serving exiled squirrel finds himself helping his former park brethren survive by raiding a nut store, a location that also happens to be a front for a human gang's bank robbery.",https://m.media-amazon.com/images/M/MV5BMTQ1NjAxMDUzN15BMl5BanBnXkFtZTgwOTE5NDM3MDE@._V1_SX300.jpg,
The Order,[],,,,,English,Elements of intrigue and a dash of dark humor spice up this mystery.,https://m.media-amazon.com/images/M/MV5BZjkwNmYxMWEtNjVhZS00YzYyLWE5ZDUtYTA0YzQ3Y2ZhZjQ3XkEyXkFqcGdeQXVyNDkzNTQ5OQ@@._V1_SX300.jpg,
An Evening with Beverly Luff Linn,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",5.8,"6,818",,54.0,English,"Lulu Danger's unsatisfying marriage takes a turn for the worst when a mysterious man from her past comes to town to perform an event called ""An Evening With Beverly Luff Linn; For One Magical Night Only.""",https://m.media-amazon.com/images/M/MV5BMmZlMWM5YTItYjUyZi00YjEzLTk1MjYtODZjMWQ2MTQ5ZDcxXkEyXkFqcGc@._V1_SX300.jpg,
Riding Faith,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",4.5,276,,,English,"With the impending foreclose of the family Ranch, Rebecca struggles with her rebellious daughter Grace who is still not over the death of her father Mike.",https://m.media-amazon.com/images/M/MV5BZTA1OWVkYWYtYTI0MS00OTI0LTkwN2UtNGVhZDFlNDY3MmNkXkEyXkFqcGc@._V1_SX300.jpg,
Last Flight to Abuja,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",4.4,398,,,English,Mid-air difficulties forces a Nigerian commercial plane into an emergency landing with devastating consequences.,https://m.media-amazon.com/images/M/MV5BNDY0OTU4NzcwNV5BMl5BanBnXkFtZTcwMDkxNDk5OA@@._V1_SX300.jpg,
The Darkness,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",4.5,"17,370",,27.0,English,"A family unknowingly awakens an ancient supernatural entity on a Grand Canyon vacation, and must fight for survival when it follows them home.",https://m.media-amazon.com/images/M/MV5BMjIxMTg2NjAyMV5BMl5BanBnXkFtZTgwNDE5ODIxODE@._V1_SX300.jpg,
The Chase,[],,,,,English,the chase is about the pursuit of a very well-planned pick pocketing incident that happens in a busy railway station in India.,https://m.media-amazon.com/images/M/MV5BZjEzZDFlODgtZjg0MC00NjZiLWEwNjMtMDhhMjY5YjY1NjI0XkEyXkFqcGdeQXVyMTA3ODczNTQ0._V1_SX300.jpg,
The Show Must Go On: The Queen + Adam Lambert Story,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",7.8,"2,357",,,English,"A documentary chronicling Queen and Lambert's incredible journey since they first shared the stage together on ""American Idol"" in 2009.",https://m.media-amazon.com/images/M/MV5BNTYzZGM5ZjktOTE3NC00YTgzLTlhMWEtZGFmNWVjMTI5ZDQ3XkEyXkFqcGc@._V1_SX300.jpg,
Underdogs,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",6.4,"10,494",,38.0,"Spanish, English",A young man named Amadeo sets off on an unexpected adventure with the players of his beloved Foosball game.,https://m.media-amazon.com/images/M/MV5BMjI5MjA0NzA3NV5BMl5BanBnXkFtZTgwODgyNjk5NTE@._V1_SX300.jpg,
Wira,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",6.3,616,,,Malay,"After leaving the military, Hassan returns home to help his sister settle a debt to the local gang boss. To do so they must team up to fight the gangster's son and daughter in the ring.",https://m.media-amazon.com/images/M/MV5BMjg4YTI5MTMtZDFmNy00Mjg1LTk0OGMtODRhYzIzM2U5Y2U2XkEyXkFqcGdeQXVyMTUzMDA3Mjc2._V1_SX300.jpg,
4th Republic,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",6.5,59,,,English,"It deals with an irregular governor elections where in a district there are murders, which makes the commisssions annul in that place, that causes the candidate who lost to start a campaign where she proclaims herself the legitima...",https://m.media-amazon.com/images/M/MV5BZjQwZTZhNDUtMDc2Ni00ODdlLThlODYtOTVhY2Y2YjExYzkzXkEyXkFqcGc@._V1_SX300.jpg,
Alexa & Katie,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,,,,English,"It deals with an irregular governor elections where in a district there are murders, which makes the commisssions annul in that place, that causes the candidate who lost to start a campaign where she proclaims herself the legitima...",https://m.media-amazon.com/images/M/MV5BZjQwZTZhNDUtMDc2Ni00ODdlLThlODYtOTVhY2Y2YjExYzkzXkEyXkFqcGc@._V1_SX300.jpg,
Asura Guru,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}]",3.3,374,,,Tamil,"Shakti, who becomes obsessed with money from childhood, goes on to become a tech-savvy thief. However, he becomes a changed man due to certain circumstances when cops nab him.",https://m.media-amazon.com/images/M/MV5BZWExOTA1OGEtZjY0Yi00NWZhLThkNjYtY2I4NmZiNzAwYmIxXkEyXkFqcGc@._V1_SX300.jpg,
How to Get Away with Murder,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}]",,,,,Tamil,"Shakti, who becomes obsessed with money from childhood, goes on to become a tech-savvy thief. However, he becomes a changed man due to certain circumstances when cops nab him.",https://m.media-amazon.com/images/M/MV5BZWExOTA1OGEtZjY0Yi00NWZhLThkNjYtY2I4NmZiNzAwYmIxXkEyXkFqcGc@._V1_SX300.jpg,
Milea,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",6.2,793,,,Indonesian,Milea made the decision to part with Dilan as a warning for Dilan to stay away from the motorcycle gang. But the parting which had been only a bluff for Milea became a parting that lasted until they graduated from college and grew...,https://m.media-amazon.com/images/M/MV5BYWQwYTVkMDQtZjk5Ni00ODliLWFiNDktODYxODMyNzM1NmNmXkEyXkFqcGc@._V1_SX300.jpg,
Axone,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",,,,,Indonesian,Milea made the decision to part with Dilan as a warning for Dilan to stay away from the motorcycle gang. But the parting which had been only a bluff for Milea became a parting that lasted until they graduated from college and grew...,https://m.media-amazon.com/images/M/MV5BYWQwYTVkMDQtZjk5Ni00ODliLWFiNDktODYxODMyNzM1NmNmXkEyXkFqcGc@._V1_SX300.jpg,
Da 5 Bloods,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",6.5,"56,595",,82.0,"English, Finnish, French, Vietnamese",Four black veterans battle the forces of man and nature when they return to Vietnam seeking the remains of their fallen squad leader and the gold fortune he helped them hide.,https://m.media-amazon.com/images/M/MV5BNjIwN2IxODEtNDhhMi00NDEwLWIwODEtYjIzZDVhZjg0Y2MyXkEyXkFqcGc@._V1_SX300.jpg,
Dating Around,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",5.3,158,,,Portuguese,"People from different genders and sexual orientations leave dating apps in order to seek a new love in São Paulo, face to face.",https://m.media-amazon.com/images/M/MV5BNThlNWVkYTUtZDY1NC00MTc2LWI1ZDMtMzAzYTM5MGMyNjdkXkEyXkFqcGc@._V1_SX300.jpg,
F is for Family,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",,,,,Portuguese,"People from different genders and sexual orientations leave dating apps in order to seek a new love in São Paulo, face to face.",https://m.media-amazon.com/images/M/MV5BNThlNWVkYTUtZDY1NC00MTc2LWI1ZDMtMzAzYTM5MGMyNjdkXkEyXkFqcGc@._V1_SX300.jpg,
Frank Elstner: Just One Last Question,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",,,,,Portuguese,"People from different genders and sexual orientations leave dating apps in order to seek a new love in São Paulo, face to face.",https://m.media-amazon.com/images/M/MV5BNThlNWVkYTUtZDY1NC00MTc2LWI1ZDMtMzAzYTM5MGMyNjdkXkEyXkFqcGc@._V1_SX300.jpg,
Jo Koy: In His Elements,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",5.5,716,,,English,"Jo Koy returns to the Philippines to show off the local culture and headline a special featuring Filipino American comedians, DJs and hip-hop dancers.",https://m.media-amazon.com/images/M/MV5BMDUzOGIzZWMtNTQ2Mi00OWNhLTg3ZDktYmFlYWEzYTM3NjZmXkEyXkFqcGc@._V1_SX300.jpg,
Okko's Inn,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Metacritic', 'Value': '70/100'}]",7.1,"2,404",,70.0,"Japanese, English","After losing her parents in a car accident, Okko starts living in the countryside with her grandmother who runs a traditional Japanese inn. While she prepares to be the next owner of the inn, Okko can somehow see friendly ghosts.",https://m.media-amazon.com/images/M/MV5BYjBhZDZhYjYtNWQ2Ny00NjY5LWI2MWYtMDVhNWU5OTEyNzA1XkEyXkFqcGc@._V1_SX300.jpg,
ONE PIECE,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",6.2,"2,636",,,Japanese,"As the Straw Hat Pirates sail through the Grand Line. Chopper has been teased by Usopp about him not being brave enough to face dangers like a real pirate. They spot an upcoming island, and according to Nami's map reading. The isl...",https://m.media-amazon.com/images/M/MV5BMWM2NzE5NTMtNGMyZi00ODRiLTljOGUtZWEzOTE2ZWUxNzdlXkEyXkFqcGc@._V1_SX300.jpg,
The Search,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",5.7,750,,,Spanish,Based on a true story about the disappearance of a small girl from her home outside Mexico City,https://m.media-amazon.com/images/M/MV5BYWEwYzE5ZjUtYWJjYy00YTliLWJjYmItYjMwZGI5NTQ4YmI2XkEyXkFqcGc@._V1_SX300.jpg,
The Woods,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",6.6,"8,237",,,Polish,"In Warsaw, a prosecutor's hopes rise after a body is found and linked to his sister's disappearance 25 years earlier.",https://m.media-amazon.com/images/M/MV5BMmMyZTE4MjUtMTQ1NS00NmIyLWE4OTYtYTE4YmM1YmEyNzFmXkEyXkFqcGc@._V1_SX300.jpg,
From A to B,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",5.8,"1,359",,,"Arabic, English","Three estranged childhood friends (Omar, Ramy, Jay), travel on a road trip from Abu Dhabi to Beirut in memory of their lost friend. If what happens en route doesn't make them crazy, it might just bring them closer.",https://m.media-amazon.com/images/M/MV5BMjM3MjQzNzkyM15BMl5BanBnXkFtZTgwMjc0OTA1MzE@._V1_SX300.jpg,
Menahi,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",,,,,"Arabic, English","Three estranged childhood friends (Omar, Ramy, Jay), travel on a road trip from Abu Dhabi to Beirut in memory of their lost friend. If what happens en route doesn't make them crazy, it might just bring them closer.",https://m.media-amazon.com/images/M/MV5BMjM3MjQzNzkyM15BMl5BanBnXkFtZTgwMjc0OTA1MzE@._V1_SX300.jpg,
Curon,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",5.9,"4,699",,,Italian,Anna returns to her family's hotel in the mountains of Italy with her twins to find that old superstitions and town demons have not been forgotten nor have they died in the time she was away.,https://m.media-amazon.com/images/M/MV5BZDhiMzFhZTQtYzU3OC00OGU0LTkzMTYtMDI1YzU4NmFmNTQ4XkEyXkFqcGc@._V1_SX300.jpg,
DC's Legends of Tomorrow,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",,,,,Italian,Anna returns to her family's hotel in the mountains of Italy with her twins to find that old superstitions and town demons have not been forgotten nor have they died in the time she was away.,https://m.media-amazon.com/images/M/MV5BZDhiMzFhZTQtYzU3OC00OGU0LTkzMTYtMDI1YzU4NmFmNTQ4XkEyXkFqcGc@._V1_SX300.jpg,
Lenox Hill,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",8.6,"3,013",,,English,"An intimate look at the lives of four doctors - two brain surgeons, an emergency room physician, and a Chief Resident OBGYN - as they navigate the highs and lows of working at the renowned Lenox Hill Hospital in New York City.",https://m.media-amazon.com/images/M/MV5BNzJlMzRmNzMtMjYzZi00NTY1LWFhMTYtMDQyYWVlMDJhZWJlXkEyXkFqcGc@._V1_SX300.jpg,
Middle Men,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",6.8,"38,645",,60.0,English,"Chronicles Jack Harris, one of the pioneers of Internet commerce, as he wrestles with his morals and struggles not to drown in a sea of con men, mobsters, drug addicts, and porn stars.",https://m.media-amazon.com/images/M/MV5BMWQzN2Q3MzYtZTA4Mi00ODJmLWIzMTctZGYyMWU4NzMyMzdhXkEyXkFqcGc@._V1_SX300.jpg,
My Mister,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}]",9.0,"11,606",,,Korean,"A man in his 40s withstands the weight of life. A woman in her 20s goes through different experiences, but also withstands the weight of her life. The man and woman get together to help each other.",https://m.media-amazon.com/images/M/MV5BMjFkYzIwMTctYzljYS00M2RiLTlhNmItZDM3MjFiOTFiOTY5XkEyXkFqcGc@._V1_SX300.jpg,
Reality Z,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",5.6,"2,982",,,Portuguese,"A zombie apocalypse that imprisons participants and producers of a reality show called Olimpo, The House of the Gods. The studio becomes a shelter for those who seek salvation in Rio de Janeiro where chaos and hopelessness begin t...",https://m.media-amazon.com/images/M/MV5BMzZlYjNkYzQtYWRiMy00YTQyLTliMjgtOWE0OTRjMGY2NGFkXkEyXkFqcGc@._V1_SX300.jpg,
The Witch: Part 1 - The Subversion,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",7.1,"20,819",,,"Korean, English","When a bright high school student with memory loss enters a national talent show to help her struggling family, she finds her ordinary life flipped upside down by the sudden arrival of mysterious strangers seemingly connected to h...",https://m.media-amazon.com/images/M/MV5BYjE4NTFjOGEtOWZkMC00YTBiLWE4ZDctZTdhMTkxY2FlMDBlXkEyXkFqcGc@._V1_SX300.jpg,
Before I Fall,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",6.4,"57,889",,58.0,English,"February 12 is just another day in Sam's charmed life, until it turns out to be her last. Stuck reliving her last day over and over, Sam untangles the mystery around her death and discovers everything she's losing.",https://m.media-amazon.com/images/M/MV5BNDYwOTY0MDI2OV5BMl5BanBnXkFtZTgwOTE5NzM2MDI@._V1_SX300.jpg,
365 Days,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",3.3,"105,129",,,"Polish, English, Italian","Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.",https://m.media-amazon.com/images/M/MV5BMTg5N2U4ZTItMjc2NC00NDg2LWIzODYtOWZmNzY5Yzc5MzUxXkEyXkFqcGc@._V1_SX300.jpg,
Forensic,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}]",6.8,"6,336",,,Malayalam,Samuel uses his forensic skills and discovers breakthroughs in a serial killing case as further victims are added to the list. Shikha teams up with Samuel and uncovers evidence that might lead to the killer's identity.,https://m.media-amazon.com/images/M/MV5BMWM1NDA5YzAtZWJjMC00ZjE3LWIyNjEtYjhlZTdjZGRhZTI4XkEyXkFqcGc@._V1_SX300.jpg,
Project Papa,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",6.6,47,,,"English, Hindi","When a busy entrepreneur pauses her career to spend time with her aging father, both learn valuable lessons on happiness, love and living in the moment.",https://m.media-amazon.com/images/M/MV5BYjg1OGU2NTgtOTg4My00ODVjLWE1NDctZWI1MDA0MDljMDU0XkEyXkFqcGc@._V1_SX300.jpg,
Queen of the South,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",,,,,"English, Hindi","When a busy entrepreneur pauses her career to spend time with her aging father, both learn valuable lessons on happiness, love and living in the moment.",https://m.media-amazon.com/images/M/MV5BYjg1OGU2NTgtOTg4My00ODVjLWE1NDctZWI1MDA0MDljMDU0XkEyXkFqcGc@._V1_SX300.jpg,
The Night Clerk,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",5.6,"20,791",,44.0,English,A voyeuristic hotel clerk becomes the subject of a murder investigation.,https://m.media-amazon.com/images/M/MV5BODUyOWNkYmItNDk5NS00YmZmLWI2YzctNDg4MjkzODZjZGE2XkEyXkFqcGc@._V1_SX300.jpg,
13 Reasons Why,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",,,,44.0,English,A voyeuristic hotel clerk becomes the subject of a murder investigation.,https://m.media-amazon.com/images/M/MV5BODUyOWNkYmItNDk5NS00YmZmLWI2YzctNDg4MjkzODZjZGE2XkEyXkFqcGc@._V1_SX300.jpg,
